"Plot.ID","Panel","Plot.Status","xcoord","ycoord","AoInference"
"PJ-155","2022","sampled",-107.684101982,38.8815623723497,"SampleFrame"
"PJ-156","OverSample 2018","sampled",-108.310347165,38.2047113463543,"ACEC-WSA"
"PJ-157","OverSample 2018","sampled",-108.591282464,38.1867657052803,"SampleFrame"
"PJ-158","OverSample 2018","sampled",-108.326578834,38.5949993074215,"DE-NM"
"PJ-159","OverSample 2019","sampled",-107.729930831,38.2795602515619,"SampleFrame"
"PJ-160","OverSample 2019","sampled",-108.821901949,38.3800948046496,"SampleFrame"
"PJ-161","OverSample 2019","sampled",-108.843547743,38.2161960609084,"SampleFrame"
"PJ-162","OverSample 2020","rejected",-108.255480836,38.5620172863502,"SampleFrame"
"PJ-163","OverSample 2020","rejected",-107.830671186,38.8901932362788,"SampleFrame"
"PJ-164","OverSample 2020","sampled",-108.948948799,38.4072820020101,"SampleFrame"
"PJ-165","OverSample 2021","sampled",-108.691779434,38.4393749266131,"SampleFrame"
"PJ-166","OverSample 2021","sampled",-108.291681492,38.6834394750159,"DE-NM"
"PJ-167","OverSample 2021","sampled",-108.005396589,38.4229910669826,"SampleFrame"
"PJ-168","OverSample 2022","sampled",-108.67943746,38.2395856207982,"ACEC-WSA"
"PJ-169","OverSample 2022","rejected",-108.331351274,38.1078531303786,"SampleFrame"
"PJ-170","OverSample 2022","sampled",-109.009443411,38.3500633121946,"SampleFrame"
"PP-171","2018","sampled",-109.037512889,38.3754248455857,"SampleFrame"
"PP-172","2019","sampled",-108.284094175,38.6009513931038,"DE-NM"
"PP-173","2020","sampled",-107.883463142,38.2861944235377,"SampleFrame"
"PP-174","2021","rejected",-108.057429645,38.0395146068322,"SampleFrame"
"PP-175","2022","sampled",-109.049074937,38.3686982799418,"SampleFrame"
"PP-176","OverSample 2018","sampled",-108.14640997,38.479305146031,"SampleFrame"
"PP-177","OverSample 2018","sampled",-108.042896157,38.9022574985481,"SampleFrame"
"PP-178","OverSample 2018","not_sampled",-108.098680934,38.0466473267688,"SampleFrame"
"PP-179","OverSample 2019","sampled",-108.124898961,38.8573990721313,"SampleFrame"
"PP-180","OverSample 2019","sampled",-108.141150368,38.44107750994,"SampleFrame"
"PP-181","OverSample 2019","not_sampled",-108.106092578,38.8690856076884,"SampleFrame"
"PP-182","OverSample 2020","not_sampled",-108.188126574,38.1227361890814,"ACEC-WSA"
"PP-183","OverSample 2020","not_sampled",-108.146694729,38.8599827720811,"SampleFrame"
"PP-184","OverSample 2020","not_sampled",-108.115730097,38.4070324072411,"SampleFrame"
"PP-185","OverSample 2021","not_sampled",-108.118604779,38.865762658032,"SampleFrame"
"PP-186","OverSample 2021","not_sampled",-108.195083448,38.0922549415043,"SampleFrame"
"PP-187","OverSample 2021","not_sampled",-108.352019971,38.6221982601902,"DE-NM"
"PP-188","OverSample 2022","not_sampled",-108.055247206,38.3688406082796,"SampleFrame"
"PP-189","OverSample 2022","not_sampled",-107.965282156,37.9673904729579,"SampleFrame"
"PP-190","OverSample 2022","not_sampled",-108.206064609,38.0111753525158,"ACEC-WSA"
"RI-191","2018","rejected",-108.191773439,38.1114790002635,"SampleFrame"
"RI-192","2018","rejected",-108.991306555,38.4206508051685,"SampleFrame"
"RI-193","2018","rejected",-107.70015134,38.6514417108291,"SampleFrame"
"RI-194","2019","sampled",-108.123950205,38.5368645117598,"SampleFrame"
"RI-195","2019","sampled",-108.403018056,38.2055449917487,"SampleFrame"
"RI-196","2019","sampled",-108.764126366,38.2900319508039,"SampleFrame"
"RI-197","2020","rejected",-108.0247789,38.0686365272653,"SampleFrame"
"RI-198","2020","sampled",-108.19765411,38.6321258078635,"SampleFrame"
"RI-199","2020","sampled",-108.667170374,38.22110541623,"SampleFrame"
"RI-200","2021","sampled",-108.636659994,38.4196872076779,"SampleFrame"
"RI-201","2021","rejected",-107.921873568,38.3087323983697,"SampleFrame"
"RI-202","2021","sampled",-108.032467617,38.8319847819262,"SampleFrame"
"RI-203","2022","sampled",-108.764675893,38.5168912760695,"SampleFrame"
"RI-204","2022","sampled",-108.268382921,38.7204971368502,"DE-NM"
"RI-205","2022","rejected",-107.899579151,38.7699871158983,"GG-NM"
"RI-206","OverSample 2018","sampled",-107.492053843,38.8967884324795,"SampleFrame"
"RI-207","OverSample 2018","sampled",-108.539106351,38.3780029013792,"SampleFrame"
"RI-208","OverSample 2018","sampled",-107.904413145,38.3884507482418,"SampleFrame"
"RI-209","OverSample 2019","sampled",-108.468047891,38.1803787735374,"SampleFrame"
"RI-210","OverSample 2019","sampled",-107.807741676,38.507711841951,"SampleFrame"
"RI-211","OverSample 2019","rejected",-108.818368279,38.4091199135474,"SampleFrame"
"RI-212","OverSample 2020","sampled",-108.094008608,38.5225565016318,"SampleFrame"
"RI-213","OverSample 2020","rejected",-108.941801213,38.2394911546451,"SampleFrame"
"RI-214","OverSample 2020","not_sampled",-108.058673663,38.5181046879692,"SampleFrame"
"RI-215","OverSample 2021","not_sampled",-108.715889263,38.5083177999378,"SampleFrame"
"RI-216","OverSample 2021","not_sampled",-108.222621915,38.793946288882,"SampleFrame"
"RI-217","OverSample 2021","not_sampled",-108.30972799,38.6985336286142,"DE-NM"
"RI-218","OverSample 2022","not_sampled",-108.04380273,38.9469414599754,"SampleFrame"
"RI-219","OverSample 2022","not_sampled",-108.239139011,38.5843067527779,"SampleFrame"
"RI-220","OverSample 2022","not_sampled",-108.120207,38.0055074263134,"SampleFrame"
"SS-221","2018","sampled",-107.978654452,38.3407243417752,"SampleFrame"
"SS-222","2018","sampled",-107.747709285,38.8765626365339,"SampleFrame"
"SS-223","2018","sampled",-108.278841347,38.6246907785479,"DE-NM"
"SS-224","2018","sampled",-108.79112768,38.2164452026198,"SampleFrame"
"SS-225","2018","sampled",-108.048704688,38.4851000791132,"SampleFrame"
"SS-226","2018","rejected",-107.679589216,38.6447189366224,"SampleFrame"
"SS-227","2018","sampled",-108.257301318,38.6867370580942,"DE-NM"
"SS-228","2018","sampled",-108.622451421,38.3197538483447,"SampleFrame"
"SS-229","2018","sampled",-107.976043187,38.4196575404781,"SampleFrame"
"SS-230","2018","sampled",-108.141971907,38.8448279359686,"SampleFrame"
"SS-231","2018","sampled",-108.776972482,38.4048618297785,"SampleFrame"
"SS-232","2018","sampled",-108.463534269,38.2389301132602,"SampleFrame"
"SS-233","2018","sampled",-107.712179732,38.2768560493268,"SampleFrame"
"SS-234","2018","sampled",-107.883523224,38.6645408542394,"GG-NM"
"SS-235","2018","rejected",-108.784808426,38.391269960421,"SampleFrame"
"SS-236","2018","rejected",-108.471324323,38.2053998807436,"SampleFrame"
"SS-237","2019","sampled",-108.084391969,38.4603313817579,"SampleFrame"
"SS-238","2019","sampled",-107.665312729,38.8992091166518,"SampleFrame"
"SS-239","2019","sampled",-108.336821088,38.603821719537,"DE-NM"
"SS-240","2019","sampled",-109.051908487,38.2453806580341,"SampleFrame"
"SS-241","2019","sampled",-108.038851721,38.4996025789603,"SampleFrame"
"SS-242","2019","not_sampled",-107.738570458,38.7690898434642,"SampleFrame"
"SS-243","2019","sampled",-108.266091629,38.6490938286149,"DE-NM"
"SS-244","2019","sampled",-108.266187526,38.5367158564595,"SampleFrame"
"SS-245","2019","sampled",-108.061579805,38.3991175898351,"SampleFrame"
"SS-246","2019","sampled",-108.206731644,38.8264383196743,"SampleFrame"
"SS-247","2019","sampled",-108.768509248,38.4112594731246,"SampleFrame"
"SS-248","2019","sampled",-108.646202817,38.2485491621565,"SampleFrame"
"SS-249","2019","rejected",-107.74170947,38.4588656320647,"SampleFrame"
"SS-250","2019","sampled",-107.835138096,38.7294876590491,"GG-NM"
"SS-251","2019","sampled",-108.968135536,38.296889217579,"SampleFrame"
"SS-252","2019","sampled",-108.375677271,38.227384491898,"SampleFrame"
"SS-253","2020","sampled",-108.100913532,38.4786475656105,"SampleFrame"
"SS-254","2020","sampled",-107.529107174,38.8846103730194,"SampleFrame"
"SS-255","2020","sampled",-108.390820584,38.6930842579488,"DE-NM"
"SS-256","2020","sampled",-108.682752126,38.4517676282426,"SampleFrame"
"SS-257","2020","sampled",-108.052490766,38.5244212570533,"SampleFrame"
"SS-258","2020","sampled",-108.13962839,38.5953310921075,"SampleFrame"
"SS-259","2020","sampled",-108.344565449,38.7924090787135,"DE-NM"
"SS-260","2020","sampled",-108.565806771,38.1694170052149,"SampleFrame"
"SS-261","2020","sampled",-107.894037703,38.3359651531159,"SampleFrame"
"SS-262","2020","sampled",-108.197304348,38.8174592820103,"SampleFrame"
"SS-263","2020","rejected",-108.776083031,38.4589671923262,"SampleFrame"
"SS-264","2020","sampled",-108.619894557,38.2363394150395,"SampleFrame"
"SS-265","2020","sampled",-107.907762849,38.3908452766042,"SampleFrame"
"SS-266","2020","rejected",-107.834999851,38.7182222522533,"GG-NM"
"SS-267","2020","sampled",-108.857446308,38.2161177577841,"SampleFrame"
"SS-268","2020","sampled",-108.306770217,38.2267687302848,"SampleFrame"
"SS-269","2021","sampled",-108.148502919,38.5159127417776,"SampleFrame"
"SS-270","2021","sampled",-107.529249309,38.8511437743706,"SampleFrame"
"SS-271","2021","sampled",-108.252369849,38.7230742528236,"DE-NM"
"SS-272","2021","sampled",-108.646628968,38.3588434621907,"SampleFrame"
"SS-273","2021","sampled",-108.03019354,38.4520398490269,"SampleFrame"
"SS-274","2021","rejected",-108.197764012,38.6277866671007,"SampleFrame"
"SS-275","2021","sampled",-108.755294558,38.5151411425188,"SampleFrame"
"SS-276","2021","sampled",-108.554245202,38.1782043887795,"SampleFrame"
"SS-277","2021","sampled",-107.831742682,38.3666370884012,"SampleFrame"
"SS-278","2021","sampled",-107.880980544,38.740188466643,"GG-NM"
"SS-279","2021","sampled",-108.721445324,38.3331204393115,"SampleFrame"
"SS-280","2021","sampled",-108.478809665,38.1816869337374,"SampleFrame"
"SS-281","2021","sampled",-107.577094366,38.5871618423503,"SampleFrame"
"SS-282","2021","sampled",-107.847770339,38.6445876157901,"GG-NM"
"SS-283","2021","sampled",-108.694780379,38.2416892513775,"ACEC-WSA"
"SS-284","2021","sampled",-108.355660381,38.136456487665,"SampleFrame"
"SS-285","2022","sampled",-107.807437082,38.4263217376537,"ACEC-WSA"
"SS-286","2022","sampled",-107.832587937,38.7710884821184,"GG-NM"
"SS-287","2022","sampled",-109.012967631,38.2999616940658,"SampleFrame"
"SS-288","2022","sampled",-108.499959856,38.1756110073597,"SampleFrame"
"SS-289","2022","sampled",-108.084678309,38.5103747139046,"SampleFrame"
"SS-290","2022","sampled",-108.250072658,38.7211221868347,"DE-NM"
"SS-291","2022","sampled",-108.333062934,38.7676114237101,"DE-NM"
"SS-292","2022","sampled",-108.650482758,38.1653249481491,"SampleFrame"
"SS-293","2022","sampled",-107.90037765,38.341517364518,"SampleFrame"
"SS-294","2022","rejected",-108.044479099,38.8874563483329,"SampleFrame"
"SS-295","2022","sampled",-108.911004913,38.4265370695853,"SampleFrame"
"SS-296","2022","sampled",-108.613893713,38.2698676560647,"SampleFrame"
"SS-297","2022","sampled",-107.843053219,38.5735201277728,"GG-NM"
"SS-298","2022","sampled",-107.72524835,38.6297809598669,"ACEC-WSA"
"SS-299","2022","sampled",-108.849115498,38.2420668291927,"SampleFrame"
"SS-300","2022","sampled",-108.410943677,38.2830720678729,"SampleFrame"
"SS-301","OverSample 2018","sampled",-108.151302157,38.4945877269575,"SampleFrame"
"SS-302","OverSample 2018","sampled",-107.561259562,38.9553234461326,"SampleFrame"
"SS-303","OverSample 2018","rejected",-108.33536912,38.7344837857047,"DE-NM"
"SS-304","OverSample 2018","sampled",-108.698628406,38.383055608839,"SampleFrame"
"SS-305","OverSample 2019","sampled",-108.032971525,38.4361912424278,"SampleFrame"
"SS-306","OverSample 2019","sampled",-108.176967548,38.5594319822412,"SampleFrame"
"SS-307","OverSample 2019","sampled",-108.839535899,38.2944655125264,"SampleFrame"
"SS-308","OverSample 2019","sampled",-108.587029413,38.1782083940675,"SampleFrame"
"SS-309","OverSample 2020","rejected",-108.019717376,38.3877044039893,"SampleFrame"
"SS-310","OverSample 2020","sampled",-108.260846232,38.8635073184269,"SampleFrame"
"SS-311","OverSample 2020","sampled",-108.79836646,38.4344158836353,"SampleFrame"
"SS-312","OverSample 2020","sampled",-108.438279015,38.3158599227644,"SampleFrame"
"SS-313","OverSample 2021","sampled",-108.125509374,38.4755734677634,"SampleFrame"
"SS-314","OverSample 2021","sampled",-107.665131661,38.9273749164788,"SampleFrame"
"SS-315","OverSample 2021","sampled",-108.287626822,38.5601521477318,"SampleFrame"
"SS-316","OverSample 2021","sampled",-108.681069152,38.4565257652248,"SampleFrame"
"SS-317","OverSample 2022","rejected",-107.492532842,38.927640663453,"SampleFrame"
"SS-318","OverSample 2022","sampled",-107.877460155,38.9243544826432,"SampleFrame"
"SS-319","OverSample 2022","sampled",-108.74650704,38.2671681966198,"SampleFrame"
"SS-320","OverSample 2022","sampled",-108.442432266,38.1003478668038,"SampleFrame"
"SD-321","2018","rejected",-108.323222328,38.8219459645459,"DE-NM"
"SD-322","2018","rejected",-108.096393927,38.8057086578033,"ACEC-WSA"
"SD-323","2018","sampled",-108.143954553,38.608834419038,"SampleFrame"
"SD-324","2018","sampled",-107.79086602,38.5311986828915,"SampleFrame"
"SD-325","2018","sampled",-108.214979276,38.8462447938335,"SampleFrame"
"SD-326","2018","sampled",-108.810061424,38.4643493337129,"SampleFrame"
"SD-327","2018","sampled",-108.182326454,38.7710207826512,"SampleFrame"
"SD-328","2018","sampled",-107.82757748,38.5608813113757,"GG-NM"
"SD-329","2018","sampled",-108.244789736,38.8002613545673,"SampleFrame"
"SD-330","2018","sampled",-108.706381444,38.2912076844941,"SampleFrame"
"SD-331","2018","sampled",-108.211993764,38.6987750206093,"DE-NM"
"SD-332","2018","sampled",-107.903335222,38.6805291077504,"SampleFrame"
"SD-333","2018","sampled",-107.99317557,38.858846165194,"SampleFrame"
"SD-334","2018","sampled",-108.130885992,38.7854603004306,"SampleFrame"
"SD-335","2018","sampled",-108.196357803,38.653077241256,"SampleFrame"
"SD-336","2019","sampled",-107.867199723,38.7882835000689,"GG-NM"
"SD-337","2019","sampled",-108.314105746,38.8381954383394,"DE-NM"
"SD-338","2019","sampled",-108.113142269,38.7892598382091,"ACEC-WSA"
"SD-339","2019","sampled",-108.08399304,38.5283062664605,"SampleFrame"
"SD-340","2019","sampled",-107.784650688,38.5046457757017,"SampleFrame"
"SD-341","2019","sampled",-108.198211838,38.8086189582601,"SampleFrame"
"SD-342","2019","sampled",-108.839503945,38.4444553676631,"SampleFrame"
"SD-343","2019","sampled",-108.264654245,38.7662222972814,"DE-NM"
"SD-344","2019","sampled",-107.867238012,38.5509874803254,"GG-NM"
"SD-345","2019","rejected",-108.045029613,38.8555102684084,"SampleFrame"
"SD-346","2019","rejected",-108.610921132,38.3973521290237,"SampleFrame"
"SD-347","2019","sampled",-108.249870454,38.6826976823214,"DE-NM"
"SD-348","2019","sampled",-107.928788582,38.6539505652075,"SampleFrame"
"SD-349","2019","rejected",-108.126994634,38.8275245787013,"ACEC-WSA"
"SD-350","2019","sampled",-107.957064072,38.6715099005516,"SampleFrame"
"SD-351","2020","rejected",-107.772497397,38.4625476123547,"SampleFrame"
"SD-352","2020","sampled",-107.917905992,38.7597738093872,"GG-NM"
"SD-353","2020","sampled",-108.308126617,38.8093677131986,"DE-NM"
